"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 01, 2014","6,679.18","6,730.11","6,730.11","6,624.72","695.02M","-0.76%"
"Jul 31, 2014","6,730.11","6,773.44","6,797.09","6,716.29","919.87M","-0.64%"
"Jul 30, 2014","6,773.44","6,807.75","6,815.29","6,758.24","692.78M","-0.50%"
"Jul 29, 2014","6,807.75","6,788.07","6,833.67","6,784.04","527.06M","0.29%"
"Jul 28, 2014","6,788.07","6,791.55","6,809.61","6,761.77","528.42M","-0.05%"
"Jul 25, 2014","6,791.55","6,821.46","6,830.77","6,780.65","661.62M","-0.44%"
"Jul 24, 2014","6,821.46","6,798.15","6,821.46","6,767.33","541.59M","0.34%"
"Jul 23, 2014","6,798.15","6,795.34","6,822.65","6,773.11","588.95M","0.04%"
"Jul 22, 2014","6,795.34","6,728.44","6,801.84","6,728.44","537.78M","0.99%"
"Jul 21, 2014","6,728.44","6,749.45","6,753.42","6,715.78","470.70M","-0.31%"
"Jul 18, 2014","6,749.45","6,738.32","6,749.89","6,690.90","584.83M","0.17%"
"Jul 17, 2014","6,738.32","6,784.67","6,784.67","6,727.71","631.29M","-0.68%"
"Jul 16, 2014","6,784.67","6,710.45","6,792.55","6,710.45","610.71M","1.11%"
"Jul 15, 2014","6,710.45","6,746.14","6,764.00","6,709.15","604.33M","-0.53%"
"Jul 14, 2014","6,746.14","6,690.17","6,760.73","6,690.17","468.49M","0.84%"
"Jul 11, 2014","6,690.17","6,672.37","6,696.10","6,663.67","533.17M","0.27%"
"Jul 10, 2014","6,672.37","6,718.04","6,724.80","6,643.62","764.87M","-0.68%"
"Jul 09, 2014","6,718.04","6,738.45","6,740.82","6,692.77","601.51M","-0.30%"
"Jul 08, 2014","6,738.45","6,823.51","6,831.02","6,738.45","660.68M","-1.25%"
"Jul 07, 2014","6,823.51","6,866.05","6,866.37","6,817.60","387.94M","-0.62%"
"Jul 04, 2014","6,866.05","6,865.21","6,875.31","6,856.35","329.36M","0.01%"
"Jul 03, 2014","6,865.21","6,816.37","6,866.56","6,815.45","523.96M","0.72%"
"Jul 02, 2014","6,816.37","6,802.92","6,829.49","6,796.61","479.50M","0.20%"
"Jul 01, 2014","6,802.92","6,743.94","6,805.90","6,743.94","513.05M","0.87%"
"Jun 30, 2014","6,743.94","6,757.77","6,777.11","6,730.45","614.34M","-0.20%"
"Jun 27, 2014","6,757.77","6,735.12","6,767.63","6,735.12","516.99M","0.34%"
"Jun 26, 2014","6,735.12","6,733.62","6,753.25","6,701.59","902.55M","0.02%"
"Jun 25, 2014","6,733.62","6,787.07","6,787.07","6,716.35","585.45M","-0.79%"
"Jun 24, 2014","6,787.07","6,800.56","6,824.45","6,776.80","570.13M","-0.20%"
"Jun 23, 2014","6,800.56","6,825.20","6,829.76","6,785.83","466.64M","-0.36%"
"Jun 20, 2014","6,825.20","6,808.11","6,840.62","6,791.20","1.02B","0.25%"
"Jun 19, 2014","6,808.11","6,778.56","6,837.57","6,778.56","563.40M","0.44%"
"Jun 18, 2014","6,778.56","6,766.77","6,799.59","6,766.77","511.30M","0.17%"
"Jun 17, 2014","6,766.77","6,754.64","6,774.87","6,736.11","572.51M","0.18%"
"Jun 16, 2014","6,754.64","6,777.85","6,779.40","6,748.04","568.44M","-0.34%"
"Jun 13, 2014","6,777.85","6,843.11","6,843.11","6,758.15","640.61M","-0.95%"
"Jun 12, 2014","6,843.11","6,838.87","6,853.18","6,827.03","527.38M","0.06%"
"Jun 11, 2014","6,838.87","6,873.55","6,873.55","6,825.24","675.33M","-0.50%"
"Jun 10, 2014","6,873.55","6,875.00","6,875.24","6,835.80","534.39M","-0.02%"
"Jun 09, 2014","6,875.00","6,858.21","6,878.96","6,857.70","388.13M","0.24%"
"Jun 06, 2014","6,858.21","6,813.49","6,862.91","6,813.49","766.31M","0.66%"
"Jun 05, 2014","6,813.49","6,818.63","6,847.00","6,795.27","626.57M","-0.08%"
"Jun 04, 2014","6,818.63","6,836.30","6,840.60","6,800.10","560.72M","-0.26%"
"Jun 03, 2014","6,836.30","6,864.10","6,865.38","6,817.96","504.99M","-0.41%"
"Jun 02, 2014","6,864.10","6,844.51","6,874.38","6,844.51","573.72M","0.29%"
"May 30, 2014","6,844.51","6,871.29","6,874.33","6,831.99","1.17B","-0.39%"
"May 29, 2014","6,871.29","6,851.22","6,882.14","6,848.06","403.37M","0.29%"
"May 28, 2014","6,851.22","6,844.94","6,855.83","6,833.61","577.49M","0.09%"
"May 27, 2014","6,844.94","6,815.75","6,857.10","6,815.37","585.49M","0.43%"
"May 23, 2014","6,815.75","6,820.56","6,825.53","6,793.47","485.85M","-0.07%"
"May 22, 2014","6,820.56","6,821.04","6,846.57","6,810.19","564.13M","-0.01%"
"May 21, 2014","6,821.04","6,802.00","6,821.04","6,782.80","733.75M","0.28%"
"May 20, 2014","6,802.00","6,844.55","6,848.36","6,792.51","680.77M","-0.62%"
"May 19, 2014","6,844.55","6,855.81","6,862.20","6,804.31","744.48M","-0.16%"
"May 16, 2014","6,855.81","6,840.89","6,855.94","6,813.50","985.98M","0.22%"
"May 15, 2014","6,840.89","6,878.49","6,894.88","6,821.66","896.97M","-0.55%"
"May 14, 2014","6,878.49","6,873.08","6,880.07","6,854.02","529.68M","0.08%"
"May 13, 2014","6,873.08","6,851.75","6,877.39","6,845.95","631.55M","0.31%"
"May 12, 2014","6,851.75","6,814.57","6,851.75","6,814.57","565.08M","0.55%"
"May 09, 2014","6,814.57","6,839.25","6,839.42","6,805.39","617.68M","-0.36%"
"May 08, 2014","6,839.25","6,796.44","6,840.37","6,796.44","818.48M","0.63%"
"May 07, 2014","6,796.44","6,798.56","6,799.34","6,766.84","768.89M","-0.03%"
"May 06, 2014","6,798.56","6,822.42","6,828.62","6,785.32","732.62M","-0.35%"
"May 02, 2014","6,822.42","6,808.87","6,838.17","6,798.61","746.45M","0.20%"
"May 01, 2014","6,808.87","6,780.03","6,811.64","6,773.69","648.19M","0.43%"
"Apr 30, 2014","6,780.03","6,769.91","6,794.88","6,748.76","773.11M","0.15%"
"Apr 29, 2014","6,769.91","6,700.16","6,769.91","6,700.10","674.49M","1.04%"
"Apr 28, 2014","6,700.16","6,685.69","6,720.33","6,682.90","652.39M","0.22%"
"Apr 25, 2014","6,685.69","6,702.85","6,704.37","6,657.30","578.70M","-0.26%"
"Apr 24, 2014","6,703.00","6,674.74","6,724.58","6,667.65","616.11M","0.42%"
"Apr 23, 2014","6,674.74","6,681.76","6,694.82","6,661.42","637.85M","-0.11%"
"Apr 22, 2014","6,681.76","6,625.25","6,706.19","6,625.25","840.73M","0.85%"
"Apr 17, 2014","6,625.25","6,584.17","6,627.25","6,559.35","842.35M","0.62%"
"Apr 16, 2014","6,584.17","6,541.61","6,596.99","6,541.61","686.34M","0.65%"
"Apr 15, 2014","6,541.61","6,583.76","6,594.24","6,534.20","858.94M","-0.64%"
"Apr 14, 2014","6,583.76","6,561.70","6,583.76","6,507.08","979.65M","0.34%"
"Apr 11, 2014","6,561.70","6,641.97","6,641.97","6,538.75","817.95M","-1.21%"
"Apr 10, 2014","6,641.97","6,635.61","6,688.28","6,620.39","670.60M","0.10%"
"Apr 09, 2014","6,635.61","6,590.69","6,654.05","6,590.41","758.99M","0.68%"
"Apr 08, 2014","6,590.69","6,622.84","6,625.19","6,549.75","1.06B","-0.49%"
"Apr 07, 2014","6,622.84","6,695.55","6,695.55","6,614.73","666.07M","-1.09%"
"Apr 04, 2014","6,695.55","6,649.14","6,706.34","6,649.14","876.23M","0.70%"
"Apr 03, 2014","6,649.14","6,659.04","6,680.78","6,638.52","670.68M","-0.15%"
"Apr 02, 2014","6,659.04","6,652.61","6,672.73","6,639.63","971.88M","0.10%"
"Apr 01, 2014","6,652.61","6,598.37","6,660.27","6,598.37","853.49M","0.82%"
"Mar 31, 2014","6,598.37","6,615.58","6,658.40","6,583.09","867.82M","-0.26%"
"Mar 28, 2014","6,615.58","6,588.32","6,631.48","6,585.73","1.00B","0.41%"
"Mar 27, 2014","6,588.32","6,605.30","6,605.30","6,561.39","850.23M","-0.26%"
"Mar 26, 2014","6,605.30","6,604.89","6,643.58","6,601.78","1.43B","0.01%"
